Perfil,Unidade,Serie,Curso,Questão 1. Sei iniciar os procedimentos administrativos,Questão 1. Sei acompanhar os procedimentos administrativos,Questão 1. Sei obter informações para realizar os procedimentos administrativos,Questão 1.As informações são de simples localização,Questão 1. As informações são de simples compreensão,Questão 1. O pedido de esclarecimentos sobre os procedimentos administrativos é respondido de forma satisfatória (clara e rápida).,Questão 2. Você tem conhecimento sobre como é a jornada de trabalho dos Docentes e/ou dos Técnicos Administrativos em Educação?,Questão 3. Os horários de funcionamento dos setores são amplamente divulgados e de fácil acesso.,Questão 3. O horário de atendimento dos docentes é amplamente divulgado e de fácil acesso.,Questão 3. O horário de atendimento dos técnicos administrativos é amplamente divulgado e de fácil acesso,Questão 3. Considero que a flexibilização de 30 horas é benéfica ao desenvolvimento de atividades na instituição.,Questão 3. Considero que a normativa docente é benéfica ao desenvolvimento de atividades na instituição,Questão 4. Você conhece o organograma administrativo do IFSULDEMINAS da sua unidade?,Questão 5.Conheço as instâncias consultivas,Questão 5. Conheço as instâncias deliberativas?,Questão 6.  Você já participou de alguma consulta ou eleição? ,Questão 8. Como você avalia a facilidade de acesso,Questão 8. Como você avalia a segurança no Campus,Questão 9.  Como você avalia os serviços de segurança no campus?,Questão 10. Como você avalia o serviço prestado pela biblioteca,Questão 10. Como você avalia a quantidade de livros básicos e periódicos recomendados nas unidades curriculares,"Questão 10. Como você avalia a biblioteca quanto ao acesso a computadores, internet e bases de dados disponíveis",Questão 11.  Como você avalia o ambiente para as aulas quanto à adequação ao número de estudantes,Questão 11.  Como você avalia o ambiente para as aulas quanto à acústica,Questão 11.  Como você avalia o ambiente para as aulas quanto à luminosidade,Questão 11.  Como você avalia o ambiente para as aulas quanto à ventilação,Questão 12.  Como você avalia a manutenção/conservação das instalações físicas do seu campus?,Questão 13. Como você avalia o número de equipamentos nos laboratórios de informática?,Questão 14. Como você avalia o número de recursos multimídias?,Questão 15. Como você avalia a adequação dos laboratórios de ensino em relação ao número de alunos?,16. Como você avalia a quantidade de material disponibilizado para as atividades de laboratório ?,Questão 17. As instalações da cantina são adequadas?,Questão 17. Os serviços prestados na cantina são adequados?,Questão17. A diversidade de produtos na cantina,Questão17. A qualidade dos produtos na cantina,Questão 17. As instalações sanitárias e higiene da cantina,Questão18. Como você avalia o espaço físico do campus em relação às necessidades da comunidade acadêmica?,Questão 19. Como você avalia as instalações do campus em relação ao atendimento das pessoas com necessidades específicas?,Questão 20. Como você avalia os serviços de limpeza no campus?,Questão 21. Você já participou de outras avaliações da CPA?,Questão 22. Você já acessou os resultados de outras avaliações da CPA?,Questão 23. Como você considera a divulgação dos resultados deste processo avaliativo?,Questão 24. Há interesse em conhecer o resultado deste processo avaliativo?,Questão 25. Você consegue perceber que os resultados da autoavaliação institucional são utilizados na revisão do planejamento e das ações do IFSULDEMINAS?,Questão 25. Você consegue perceber que foram atendidos os pedidos e sugestões feitos nos questionários das semanas de autoavaliações anteriores?,Questão 26. Como você avalia o programa de assistência à saúde.,Questão 26. Como você avalia o programa de apoio às pessoas com necessidades educacionais específicas,Questão 26. Como você avalia o programa de auxílio estudantil.,"Questão 26. Como você avalia o programa de auxílio à participação em eventos acadêmicos, científicos e tecnológicos.",Questão 26. Como você avalia o programa de mobilidade estudantil nacional e internacional.,Questão 26. Como você avalia o programa de acompanhamento psicológico.,Questão 26. Como você avalia o programa de acompanhamento pedagógico.,Questão 26. Como você avalia o programa de acompanhamento de serviço social,"Questão 26. Como você avalia o programa de incentivo ao esporte, ao lazer e a cultura","Questão 26. Como você avalia a organização de grêmios estudantis, centros acadêmicos e diretórios acadêmicos",Questão 26. Como você avalia a divulgação dos programas de atendimento aos discentes,Questão 27. Como você avalia a compatibilidade entre cursos oferecidos e os recursos disponíveis para cada curso?,Questão 28. Você considera que os recursos financeiros destinados ao IFSULDEMINAS para o desenvolvimento de suas atividades são  suficientes e completos?,Questão 29. Como você avalia a eficiência e eficácia com que os recursos financeiros do IFSULDEMINAS são aplicados?
TAE,Passos,,,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo,Concordo,Concordo,Sim,Concordo plenamente,Concordo,Concordo plenamente,Concordo plenamente,Concordo,Sim,Sim,Sim,Sim,Muito boa,Muito boa,Muito bons,Muito bom/boa,Bom/Boa,Muito bom/boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Boa,Muito bom,Muito bom,Muito boa,Boa,Muito Bons/Boas,Muito Bons/Boas,Regulares,Regulares,Muito Bons/Boas,Muito bom,Boas,Muito bons,Sim,Não,Nem eficiente e nem ineficiente,Sim,Perceptível,Perceptível,Regular,Muito bom,Muito bom,Bom,Bom,Muito bom,Muito bom,Muito bom,Muito bom,Bom,Muito bom,Regular,Bons,Muito boas
Discente do Superior,Passos,4°,Tecnologia Produção Publicitária,Concordo,Concordo,"Não concordo, nem discordo",Discordo plenamente,Discordo plenamente,Discordo,Não,Não concordo nem discordo,Discordo,Não concordo nem discordo,Concordo plenamente,Concordo plenamente,Parcialmente,Prefiro não responder,Prefiro não responder,Prefiro não responder,Boa,Regular,Regulares,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Boa,Bom,Bom,Boa,Boa,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Muito bom,Boas,Regulares,Sim,Não,Não sei responder,Sim,Prefiro não responder,Não sei responder,Bom,Bom,Regular,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Boa,Regulares,Regulares
Discente do Superior,Passos,6°,Tecnologia Produção Publicitária,Discordo,Concordo,"Não concordo, nem discordo","Não concordo, nem discordo",Concordo,Discordo,Não,Discordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Parcialmente,Não,Sim,Não,Boa,Muito boa,Bons,Bom/Boa,Bom/Boa,Muito bom/boa,Regular,Bom/Boa,Bom/Boa,Bom/Boa,Boa,Regular,Regular,Boa,Regular,Bons/Boas,Regulares,Bons/Boas,Bons/Boas,Bons/Boas,Bom,Boas,Muito bons,Não,Não,Eficiente,Sim,Totalmente perceptível,Não é perceptível nem imperceptível,Regular,Regular,Regular,Ruim,Regular,Bom,Bom,Bom,Regular,Muito ruim,Regular,Muito ruim,Ruins,Ruins
Discente do Superior,Passos,6°,Tecnologia Produção Publicitária,"Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo",Discordo plenamente,Concordo,"Não concordo, nem discordo",Parcialmente,Discordo plenamente,Discordo plenamente,Discordo plenamente,Não sei responder,Não sei responder,Não,Não,Não,Sim,Boa,Boa,Bons,Bom/Boa,Regular,Regular,Bom/Boa,Regular,Regular,Ruim,Boa,Bom,Regular,Boa,Boa,Muito Bons/Boas,Não sei responder,Não sei responder,Não sei responder,Muito Bons/Boas,Bom,Regular,Muito bons,Prefiro não responder,Prefiro não responder,Não sei responder,Sim,Não sei responder,Não sei responder,Ruim,Não sei,Muito bom,Ruim,Bom,Bom,Bom,Não sei,Ruim,Muito ruim,Regular,Regular,Muito ruins,Boas
Discente do Superior,Passos,2°,Tecnologia Produção Publicitária,Concordo,Concordo,Concordo plenamente,Concordo,Concordo,Concordo,Não,Não concordo nem discordo,Concordo plenamente,Não concordo nem discordo,Concordo plenamente,Prefiro não responder,Não,Não,Não,Sim,Muito boa,Muito boa,Muito bons,Não sei responder,Não sei responder,Não sei responder,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito boa,Muito bom,Muito bom,Muito boa,Muito boa,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito bom,Muito boas,Muito bons,Não,Não,Não sei responder,Sim,Não sei responder,Não sei responder,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei responder,Não sei responder,Não sei responder
Discente do Superior,Machado,6°,Bacharelado Zootecnia,Concordo,Concordo,Concordo,"Não concordo, nem discordo","Não concordo, nem discordo",Concordo plenamente,Não,Concordo,Concordo plenamente,Concordo,Concordo,Concordo,Não,Não,Não,Sim,Muito boa,Muito boa,Muito bons,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Regular,Boa,Bom,Bom,Boa,Regular,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bom,Boas,Muito bons,Não,Não,Não sei responder,Sim,Totalmente perceptível,Perceptível,Bom,Bom,Regular,Bom,Muito bom,Regular,Muito bom,Bom,Regular,Muito bom,Muito bom,Regular,Bons,Boas
TAE,Machado,,,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Parcialmente,Concordo plenamente,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Não,Não,Não,Não,Boa,Boa,Bons,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Regular,Boa,Não sei responder,Bom,Boa,Não sei responder,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bom,Não sei responder,Bons,Não,Não,Não sei responder,Sim,Perceptível,Não sei responder,Não sei,Não sei,Bom,Bom,Bom,Não sei,Não sei,Não sei,Não sei,Regular,Não sei,Boa,Regulares,Boas
Discente do Técnico,Machado,2°,Vendas - EaD | Subsequente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Parcialmente,Concordo,Concordo,Concordo,Concordo,Concordo,Parcialmente,Prefiro não responder,Prefiro não responder,Sim,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Prefiro não responder,Prefiro não responder,Não sei responder,Prefiro não responder,Não sei responder,Não sei responder,Bom,Bom,Regular,Regular,Regular,Regular,Muito bom,Regular,Não sei,Regular,Bom,Muito boa,Muito bons,Boas
TAE,Machado,,,Concordo,Concordo,Concordo,"Não concordo, nem discordo",Concordo,"Não concordo, nem discordo",Parcialmente,Concordo,Discordo plenamente,Concordo,Concordo,Concordo,Não,Não,Não,Não,Boa,Regular,Ruins,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Ruim,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Bons/Boas,Bons/Boas,Regulares,Bons/Boas,Bons/Boas,Bom,Ruins,Bons,Não,Não,Nem eficiente e nem ineficiente,Sim,Não é perceptível nem imperceptível,Imperceptível,Prefiro não responder,Prefiro não responder,Prefiro não responder,Bom,Bom,Prefiro não responder,Prefiro não responder,Prefiro não responder,Bom,Prefiro não responder,Prefiro não responder,Não sei responder,Não sei responder,Não sei responder
Discente do Técnico,Machado,2°,Vendas - EaD | Subsequente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Parcialmente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Parcialmente,Não,Não,Não,Muito boa,Muito boa,Muito bons,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Boa,Bom,Bom,Boa,Boa,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Bom,Boas,Muito bons,Não,Não,Eficiente,Sim,Perceptível,Perceptível,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Boa,Bons,Boas
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Parcialmente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Parcialmente,Não,Não,Não,Boa,Boa,Não se aplica,Regular,Regular,Regular,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Boa,Bom,Bom,Boa,Boa,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Não se aplica,Prefiro não responder,Prefiro não responder,Não,Não,Eficiente,Sim,Totalmente perceptível,Totalmente perceptível,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito boa,Muito bons,Muito boas
Discente do Superior,Machado,1°,Pós Graduação Educação Inclusiva,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Parcialmente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Sim,Sim,Sim,Sim,Muito boa,Muito boa,Muito bons,Muito bom/boa,Muito bom/boa,Muito bom/boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito boa,Muito bom,Muito bom,Muito boa,Muito boa,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito bom,Boas,Muito bons,Não,Não,Não sei responder,Sim,Totalmente perceptível,Totalmente perceptível,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito boa,Regulares,Muito boas
Discente do Técnico,Machado,2°,Vendas - EaD | Subsequente,Discordo plenamente,Discordo,Discordo plenamente,Discordo plenamente,Discordo plenamente,Discordo plenamente,Não,Discordo plenamente,Discordo plenamente,Discordo plenamente,Discordo plenamente,Discordo plenamente,Não,Não,Não,Não,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não,Não,Não sei responder,Sim,Não sei responder,Não sei responder,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei responder,Não sei responder,Não sei responder
Discente do Técnico,Carmo de Minas,4°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Parcialmente,Concordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Não,Não,Não,Não,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Não,Não,Nem eficiente e nem ineficiente,Sim,Não é perceptível nem imperceptível,Não é perceptível nem imperceptível,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Bom,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Regular,Regular,Regulares,Regulares
Discente do Superior,Machado,8°,Bacharelado Ciência e Tecnologia de Alimentos,Concordo,Concordo,Concordo,Concordo plenamente,Concordo plenamente,Concordo,Parcialmente,Concordo,Concordo,Concordo,Concordo,Concordo,Parcialmente,Prefiro não responder,Prefiro não responder,Não,Boa,Boa,Bons,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Boa,Bom,Bom,Muito boa,Boa,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito bom,Muito boas,Ruins,Não,Não,Nem eficiente e nem ineficiente,Sim,Perceptível,Perceptível,Muito bom,Muito bom,Muito bom,Bom,Bom,Regular,Regular,Regular,Bom,Bom,Bom,Regular,Bons,Boas
Discente do Superior,Carmo de Minas,2°,Bacharelado em Administração,"Não concordo, nem discordo",Discordo,Concordo plenamente,Concordo,Concordo,Concordo plenamente,Não,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Não sei responder,Parcialmente,Prefiro não responder,Prefiro não responder,Sim,Regular,Boa,Muito bons,Muito bom/boa,Bom/Boa,Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Bom/Boa,Boa,Bom,Regular,Regular,Boa,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Bom,Ruins,Muito bons,Não,Não,Não sei responder,Sim,Não sei responder,Não sei responder,Não sei,Não sei,Regular,Não sei,Muito bom,Não sei,Não sei,Não sei,Bom,Bom,Regular,Ruim,Ruins,Muito boas
TAE,Passos,,,Concordo,"Não concordo, nem discordo",Concordo,Discordo,Discordo,Discordo,Parcialmente,Concordo,Concordo,Concordo,Concordo,Concordo,Parcialmente,Não,Não,Sim,Ruim,Boa,Bons,Muito bom/boa,Muito bom/boa,Muito bom/boa,Bom/Boa,Regular,Bom/Boa,Bom/Boa,Boa,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Bom,Muito boas,Muito bons,Sim,Sim,Eficiente,Sim,Não é perceptível nem imperceptível,Não é perceptível nem imperceptível,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Boa,Muito ruins,Muito boas
Docente,Passos,,,Discordo,Concordo,Discordo,Discordo,Discordo,"Não concordo, nem discordo",Não,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo plenamente,Não concordo nem discordo,Sim,Sim,Sim,Não,Regular,Boa,Bons,Muito bom/boa,Bom/Boa,Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Boa,Bom,Bom,Boa,Boa,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bom,Boas,Bons,Não,Não,Nem eficiente e nem ineficiente,Sim,Não é perceptível nem imperceptível,Não é perceptível nem imperceptível,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Boa,Regulares,Boas
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Parcialmente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Parcialmente,Sim,Sim,Sim,Muito boa,Muito boa,Muito bons,Muito bom/boa,Bom/Boa,Muito bom/boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Bom/Boa,Muito boa,Bom,Bom,Boa,Boa,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito bom,Boas,Bons,Não,Não,Prefiro não responder,Sim,Perceptível,Perceptível,Muito bom,Muito bom,Bom,Bom,Bom,Muito bom,Muito bom,Bom,Muito bom,Bom,Muito bom,Muito boa,Regulares,Boas
TAE,Machado,,,Concordo,Concordo,Concordo,"Não concordo, nem discordo",Concordo,Concordo plenamente,Sim,Concordo,Concordo,Concordo,Concordo plenamente,Concordo plenamente,Parcialmente,Sim,Sim,Sim,Boa,Regular,Regulares,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Boa,Bom,Bom,Boa,Boa,Bons/Boas,Muito Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bom,Regular,Regulares,Sim,Sim,Eficiente,Sim,Perceptível,Perceptível,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Boa,Regulares,Boas
TAE,Machado,,,Concordo plenamente,Concordo,Concordo plenamente,Concordo,Concordo,Concordo,Sim,Concordo plenamente,Discordo,Concordo,Concordo plenamente,Não concordo nem discordo,Sim,Sim,Sim,Sim,Boa,Regular,Bons,Muito bom/boa,Muito bom/boa,Muito bom/boa,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Regular,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Bons/Boas,Bons/Boas,Regulares,Bons/Boas,Bons/Boas,Bom,Boas,Regulares,Sim,Sim,Eficiente,Sim,Perceptível,Perceptível,Bom,Bom,Bom,Bom,Muito bom,Muito bom,Bom,Bom,Bom,Bom,Muito bom,Boa,Regulares,Boas
Docente,Muzambinho,,,Concordo,Concordo,Concordo plenamente,Concordo,Concordo,Concordo plenamente,Sim,Não concordo nem discordo,Concordo,Discordo,Não concordo nem discordo,Concordo,Sim,Sim,Sim,Sim,Regular,Regular,Regulares,Bom/Boa,Bom/Boa,Regular,Bom/Boa,Regular,Ruim,Regular,Regular,Regular,Bom,Boa,Ruim,Bons/Boas,Regulares,Regulares,Regulares,Regulares,Muito bom,Regular,Ruins,Sim,Não,Nem eficiente e nem ineficiente,Sim,Não é perceptível nem imperceptível,Não é perceptível nem imperceptível,Bom,Regular,Muito bom,Bom,Regular,Bom,Bom,Bom,Bom,Bom,Muito bom,Regular,Ruins,Boas
Docente,Inconfidentes,,,"Não concordo, nem discordo",Concordo,"Não concordo, nem discordo",Discordo,Discordo,Discordo,Não,Discordo,Não concordo nem discordo,Discordo plenamente,Discordo plenamente,Discordo plenamente,Parcialmente,Não,Não,Sim,Muito boa,Boa,Bons,Muito ruim,Muito ruim,Muito ruim,Muito ruim,Muito ruim,Muito ruim,Muito ruim,Regular,Regular,Muito ruim,Muito ruim,Muito ruim,Bons/Boas,Bons/Boas,Regulares,Bons/Boas,Bons/Boas,Bom,Ruins,Bons,Sim,Sim,Ineficiente,Sim,Imperceptível,Imperceptível,Muito ruim,Muito ruim,Regular,Ruim,Muito ruim,Muito ruim,Muito ruim,Muito ruim,Muito ruim,Muito ruim,Muito ruim,Muito ruim,Muito ruins,Ruins
Discente do Superior,Machado,6°,Bacharelado Zootecnia,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Não,Não,Não,Sim,Regular,Regular,Regulares,Muito bom/boa,Muito bom/boa,Muito bom/boa,Bom/Boa,Bom/Boa,Bom/Boa,Ruim,Boa,Bom,Regular,Ruim,Boa,Bons/Boas,Bons/Boas,Regulares,Regulares,Bons/Boas,Bom,Boas,Bons,Não,Não,Nem eficiente e nem ineficiente,Sim,Totalmente perceptível,Perceptível,Muito bom,Muito bom,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Bons,Ruins
Discente do Superior,Passos,6°,Tecnologia Produção Publicitária,Discordo plenamente,Discordo,Concordo,"Não concordo, nem discordo",Concordo plenamente,Discordo plenamente,Não,Concordo,Discordo plenamente,Discordo plenamente,Concordo,Concordo,Não,Não,Não,Sim,Muito boa,Muito boa,Muito bons,Bom/Boa,Muito bom/boa,Muito bom/boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Ruim,Regular,Muito ruim,Regular,Regular,Regular,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Regular,Muito boas,Muito bons,Não,Não,Totalmente eficiente,Sim,Totalmente perceptível,Não é perceptível nem imperceptível,Bom,Bom,Muito bom,Muito bom,Muito bom,Muito bom,Regular,Regular,Muito bom,Ruim,Regular,Boa,Regulares,Regulares
TAE,Passos,,,Concordo,Concordo,"Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo",Concordo,Parcialmente,Concordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Sim,Prefiro não responder,Prefiro não responder,Sim,Muito boa,Boa,Bons,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Boa,Bom,Bom,Boa,Boa,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bom,Boas,Bons,Prefiro não responder,Prefiro não responder,Eficiente,Sim,Perceptível,Perceptível,Não sei,Não sei,Bom,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Boa,Regulares,Boas
Docente,Poços de Caldas,,,Concordo,Concordo plenamente,Concordo plenamente,Concordo,Concordo,Concordo plenamente,Sim,Concordo,Concordo,Concordo,Discordo,Concordo,Sim,Sim,Sim,Sim,Muito boa,Muito boa,Bons,Bom/Boa,Bom/Boa,Bom/Boa,Muito Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Boa,Muito bom,Muito bom,Boa,Boa,Muito Bons/Boas,Muito Bons/Boas,Bons/Boas,Bons/Boas,Muito Bons/Boas,Bom,Boas,Muito bons,Não,Não,Eficiente,Sim,Totalmente perceptível,Perceptível,Bom,Muito bom,Bom,Bom,Bom,Bom,Muito bom,Muito bom,Muito bom,Bom,Bom,Regular,Regulares,Muito boas
Discente do Técnico,Machado,4°,Segurança do Trabalho | Subsequente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Parcialmente,Concordo,Concordo,Concordo,Concordo,Concordo,Não,Não,Não,Sim,Regular,Boa,Bons,Bom/Boa,Bom/Boa,Muito bom/boa,Bom/Boa,Regular,Bom/Boa,Regular,Regular,Bom,Bom,Regular,Boa,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Bons/Boas,Bons/Boas,Bom,Muito boas,Regulares,Não,Não,Eficiente,Sim,Perceptível,Perceptível,Bom,Bom,Bom,Muito bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Muito boa,Não sei responder,Não sei responder
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Parcialmente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Parcialmente,Não,Não,Não,Muito boa,Muito boa,Muito bons,Muito bom/boa,Muito bom/boa,Muito bom/boa,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não,Não,Não sei responder,Sim,Prefiro não responder,Prefiro não responder,Muito bom,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Muito bom,Não sei responder,Não sei responder,Não sei responder
Docente,Muzambinho,,,Discordo,"Não concordo, nem discordo",Discordo,"Não concordo, nem discordo","Não concordo, nem discordo",Concordo,Parcialmente,Concordo,Concordo,Concordo,Concordo plenamente,Concordo,Não,Não,Não,Não,Regular,Boa,Bons,Muito bom/boa,Muito bom/boa,Ruim,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Boa,Muito bom,Muito bom,Muito boa,Muito boa,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Muito bom,Boas,Ruins,Não,Não,Não sei responder,Sim,Totalmente perceptível,Não sei responder,Não sei,Bom,Não sei,Regular,Não sei,Ruim,Não sei,Não sei,Não sei,Não sei,Bom,Não sei responder,Não sei responder,Não sei responder
